game_id,home_team,away_team,home_avg_pts,away_avg_pts,home_avg_reb,away_avg_reb,home_win
0022300138,Minnesota Timberwolves,Utah Jazz,105.75,114.33333333333333,48.5,48.833333333333336,1
0022300139,Chicago Bulls,Denver Nuggets,105.66666666666667,113.16666666666667,42.666666666666664,44.5,0
0022300140,Detroit Pistons,Phoenix Suns,110.0,110.66666666666667,48.166666666666664,44.5,0
0022300141,San Antonio Spurs,Toronto Raptors,115.0,104.5,40.6,46.5,0
0022300142,Cleveland Cavaliers,Golden State Warriors,105.66666666666667,117.5,44.0,45.833333333333336,1
0022300143,Charlotte Hornets,Dallas Mavericks,116.0,120.8,43.2,43.0,0
0022300144,Memphis Grizzlies,Portland Trail Blazers,107.66666666666667,105.0,44.0,45.666666666666664,1
0022300145,Detroit Pistons,Golden State Warriors,109.42857142857143,115.57142857142857,46.0,45.57142857142857,0
0022300146,Indiana Pacers,San Antonio Spurs,120.33333333333333,115.16666666666667,42.166666666666664,41.5,1
0022300147,Dallas Mavericks,Orlando Magic,121.33333333333333,109.66666666666667,43.666666666666664,46.666666666666664,1
0022300148,Philadelphia 76ers,Washington Wizards,116.6,115.0,45.8,39.0,1
0022300149,Brooklyn Nets,Milwaukee Bucks,116.33333333333333,114.2,45.166666666666664,39.0,0
0022300150,Los Angeles Lakers,Miami Heat,111.83333333333333,107.33333333333333,45.0,43.0,0
0022300151,LA Clippers,New York Knicks,121.4,103.33333333333333,43.8,50.833333333333336,0
0022300152,Chicago Bulls,Utah Jazz,105.0,111.57142857142857,41.857142857142854,47.42857142857143,1
0022300153,Houston Rockets,Sacramento Kings,107.6,113.2,41.4,44.8,1
0022300154,Boston Celtics,Minnesota Timberwolves,126.4,109.2,51.8,47.4,0
0022300155,Atlanta Hawks,Oklahoma City Thunder,122.83333333333333,116.0,46.166666666666664,40.666666666666664,0
0022300156,Denver Nuggets,New Orleans Pelicans,114.57142857142857,108.16666666666667,45.142857142857146,43.833333333333336,1
0022300157,Charlotte Hornets,Washington Wizards,116.33333333333333,117.16666666666667,43.166666666666664,38.833333333333336,0
0022300158,Indiana Pacers,Utah Jazz,124.85714285714286,111.75,43.142857142857146,48.0,1
0022300159,Boston Celtics,Philadelphia 76ers,123.5,121.5,50.666666666666664,45.666666666666664,0
0022300160,Brooklyn Nets,LA Clippers,117.57142857142857,117.33333333333333,45.285714285714285,41.666666666666664,1
0022300161,New York Knicks,San Antonio Spurs,104.42857142857143,114.57142857142857,50.42857142857143,40.714285714285715,1
0022300162,Chicago Bulls,Phoenix Suns,108.125,112.0,41.125,44.285714285714285,0
0022300163,Houston Rockets,Los Angeles Lakers,110.0,111.14285714285714,41.0,44.0,1
0022300164,Memphis Grizzlies,Miami Heat,108.28571428571429,107.42857142857143,44.714285714285715,43.142857142857146,0
0022300165,Detroit Pistons,Milwaukee Bucks,109.375,116.66666666666667,45.125,40.5,0
0022300166,Minnesota Timberwolves,New Orleans Pelicans,110.0,109.28571428571429,47.0,43.0,1
0022300167,Cleveland Cavaliers,Oklahoma City Thunder,107.0,117.42857142857143,45.42857142857143,41.857142857142854,0
0022300168,Dallas Mavericks,Toronto Raptors,120.71428571428571,107.14285714285714,41.857142857142854,46.57142857142857,0
0022300169,Denver Nuggets,Golden State Warriors,117.0,116.125,45.125,45.375,1
0022300170,Portland Trail Blazers,Sacramento Kings,104.28571428571429,110.5,45.857142857142854,43.0,0
0022300171,Indiana Pacers,Milwaukee Bucks,126.0,117.14285714285714,43.5,39.857142857142854,1
0022300172,Atlanta Hawks,Orlando Magic,122.0,108.57142857142857,48.0,45.42857142857143,1
0022300173,Milwaukee Bucks,Orlando Magic,118.0,109.875,40.0,45.625,0
0022300174,Boston Celtics,Toronto Raptors,120.625,109.625,49.875,47.0,1
0022300175,Atlanta Hawks,Miami Heat,121.75,107.5,46.5,43.25,0
0022300176,Cleveland Cavaliers,Golden State Warriors,108.625,114.88888888888889,44.875,45.77777777777778,1
0022300177,Charlotte Hornets,New York Knicks,117.25,107.125,46.625,50.0,0
0022300178,Brooklyn Nets,Washington Wizards,114.44444444444444,119.0,45.77777777777778,38.625,1
0022300179,LA Clippers,Memphis Grizzlies,115.375,109.0,43.5,43.111111111111114,0
0022300180,Indiana Pacers,Philadelphia 76ers,126.0,118.625,43.111111111111114,47.0,0
0022300181,Chicago Bulls,Detroit Pistons,108.88888888888889,109.9,40.888888888888886,46.2,1
0022300182,Denver Nuggets,Houston Rockets,116.0,111.5,45.111111111111114,43.125,0
0022300183,Dallas Mavericks,New Orleans Pelicans,122.77777777777777,107.44444444444444,41.333333333333336,43.333333333333336,1
0022300184,Miami Heat,San Antonio Spurs,108.55555555555556,113.0,42.77777777777778,41.0,1
0022300185,Oklahoma City Thunder,Phoenix Suns,116.44444444444444,113.22222222222223,41.333333333333336,46.22222222222222,1
0022300186,Golden State Warriors,Minnesota Timberwolves,114.4,112.375,46.7,47.625,0
0022300187,Los Angeles Lakers,Portland Trail Blazers,110.44444444444444,106.0,42.77777777777778,44.625,1
0022300188,Boston Celtics,New York Knicks,120.22222222222223,109.55555555555556,49.44444444444444,48.888888888888886,1
0022300189,Toronto Raptors,Washington Wizards,107.88888888888889,116.22222222222223,45.888888888888886,39.0,1
0022300190,Chicago Bulls,Milwaukee Bucks,109.9,115.66666666666667,40.8,39.55555555555556,0
0022300191,Cleveland Cavaliers,Sacramento Kings,109.66666666666667,111.125,44.888888888888886,45.0,0
0022300192,Dallas Mavericks,Washington Wizards,122.81818181818181,115.3,41.72727272727273,38.9,1
0022300193,Atlanta Hawks,New York Knicks,120.9,108.4,46.1,47.7,0
0022300194,Boston Celtics,Philadelphia 76ers,119.6,121.2,48.2,46.8,1
0022300195,Milwaukee Bucks,Toronto Raptors,115.9,108.2,40.9,46.1,1
0022300196,Chicago Bulls,Orlando Magic,109.81818181818181,109.5,41.36363636363637,44.5,0
0022300197,Minnesota Timberwolves,Phoenix Suns,111.9,111.8,47.0,46.7,0
0022300198,Los Angeles Lakers,Sacramento Kings,113.0909090909091,113.44444444444444,43.63636363636363,44.111111111111114,0
0022300199,Cleveland Cavaliers,Portland Trail Blazers,110.7,105.7,44.3,43.8,1
0022300200,Brooklyn Nets,Miami Heat,114.18181818181819,109.63636363636364,47.45454545454545,42.54545454545455,0
0022300201,Golden State Warriors,Oklahoma City Thunder,112.91666666666667,116.54545454545455,47.0,40.45454545454545,0
0022300202,Charlotte Hornets,New York Knicks,113.54545454545455,110.0,45.18181818181818,47.25,0
0022300203,Minnesota Timberwolves,New Orleans Pelicans,112.18181818181819,111.41666666666667,46.36363636363637,43.75,1
0022300204,Chicago Bulls,Miami Heat,107.61538461538461,110.66666666666667,41.69230769230769,41.666666666666664,1
0022300205,Dallas Mavericks,Milwaukee Bucks,123.41666666666667,118.08333333333333,42.083333333333336,41.583333333333336,0
0022300206,Memphis Grizzlies,San Antonio Spurs,108.45454545454545,111.41666666666667,42.0,42.0,1
0022300207,Golden State Warriors,Oklahoma City Thunder,112.61538461538461,117.5,47.15384615384615,40.583333333333336,0
0022300208,Brooklyn Nets,Philadelphia 76ers,114.25,120.41666666666667,46.833333333333336,46.0,0
0022300209,Indiana Pacers,Orlando Magic,126.54545454545455,107.83333333333333,41.90909090909091,44.75,0
0022300210,Cleveland Cavaliers,Denver Nuggets,110.33333333333333,114.08333333333333,44.083333333333336,45.166666666666664,1
0022300211,Detroit Pistons,Toronto Raptors,109.76923076923077,108.25,46.46153846153846,46.416666666666664,0
0022300212,Dallas Mavericks,Sacramento Kings,123.53846153846153,115.9090909090909,42.61538461538461,44.0,0
0022300213,Boston Celtics,Memphis Grizzlies,118.41666666666667,109.41666666666667,47.583333333333336,42.25,1
0022300214,Phoenix Suns,Utah Jazz,115.16666666666667,115.16666666666667,44.583333333333336,46.666666666666664,1
