Player,Year,Minutos_Jugados,Puntos_Totales,Tiros_Campo_Encestados,Tiros_Campo_Intentados,Triples_Encestados,Triples_Intentados,Tiros_Libres_Encestados,Tiros_Libres_Intentados,Rebotes_Ofensivos,Rebotes_Defensivos,Rebotes_Totales,Asistencias,Robos,Bloqueos,Pérdidas,Faltas_Personales,Victorias,Derrotas,Doble_Dobles,Triple_Dobles
?an Tabak,1995,4.9,2.0,0.6,1.4,0.0,0.0,0.7,1.2,0.6,0.9,1.5,0.1,0.1,0.2,0.5,1.0,0,0,1,0
?an Tabak,1996,19.9,7.7,3.4,6.2,0.0,0.0,1.0,1.7,1.7,3.0,4.8,0.9,0.4,0.5,1.5,3.0,0,0,1,1
?an Tabak,1997,16.8,6.5,2.5,5.5,0.0,0.0,1.5,2.2,1.5,2.2,3.8,1.1,0.5,0.8,1.6,2.7,0,0,1,1
?an Tabak,1998,49.5,15.100000000000001,6.9,14.8,0.0,0.0,1.2000000000000002,3.0,4.4,6.4,10.8,2.4,1.1,2.0,3.1,8.5,0,0,3,3
?an Tabak,2000,6.3,2.1,0.9,1.9,0.0,0.0,0.3,0.4,0.9,0.9,1.8,0.2,0.2,0.5,0.6,0.7,0,0,1,0
?an Tabak,2001,14.1,3.9,1.8,3.4,0.0,0.0,0.4,0.9,1.2,2.7,3.9,0.6,0.2,0.5,1.0,2.3,0,0,1,1
?arko ?abarkapa,2004,11.6,4.1,1.7,4.0,0.1,0.7,0.7,1.1,0.5,1.5,2.0,0.8,0.2,0.3,1.1,1.5,0,0,1,1
?arko ?abarkapa,2005,28.1,15.2,5.7,11.3,0.7,1.9,3.0,3.6,2.5,3.8,6.300000000000001,1.2999999999999998,0.6,0.2,1.6,3.1,0,0,2,2
?arko ?abarkapa,2006,8.3,3.3,1.1,2.9,0.1,0.3,1.0,1.4,0.6,1.2,1.8,0.3,0.2,0.1,0.6,1.4,0,0,1,1
?eljko Rebra?a,2002,15.9,6.9,2.6,5.1,0.0,0.0,1.8,2.4,1.1,2.8,3.9,0.5,0.4,1.0,1.1,2.6,0,0,1,1
?eljko Rebra?a,2003,16.3,6.6,2.7,4.8,0.0,0.0,1.3,1.6,0.9,2.2,3.1,0.3,0.2,0.6,1.0,2.6,0,0,1,1
?eljko Rebra?a,2004,39.0,15.200000000000001,6.4,13.5,0.0,0.0,2.3,3.3,3.2,4.6,7.699999999999999,1.2,0.4,1.6,2.6,6.6,0,0,2,1
?eljko Rebra?a,2005,16.0,5.8,2.3,4.0,0.0,0.0,1.3,1.5,0.8,2.3,3.2,0.4,0.2,0.7,0.8,2.2,0,0,1,1
?eljko Rebra?a,2006,14.2,4.7,1.8,3.3,0.0,0.0,1.1,1.4,0.4,1.8,2.2,0.3,0.2,0.7,0.8,2.0,0,0,1,1
A.C. Green,1991,26.4,9.1,3.1,6.6,0.1,0.7,2.7,3.7,2.5,3.8,6.3,0.9,0.7,0.3,1.2,1.4,0,0,1,1
A.C. Green,1992,35.4,13.6,4.7,9.8,0.1,0.7,4.1,5.6,3.7,5.6,9.3,1.4,1.1,0.4,1.4,1.7,0,0,1,1
A.C. Green,1993,34.4,12.8,4.6,8.6,0.2,0.6,3.4,4.6,3.5,5.2,8.7,1.4,1.1,0.5,1.4,1.8,0,0,1,1
A.C. Green,1994,34.5,14.7,5.7,11.3,0.1,0.4,3.2,4.4,3.4,5.8,9.2,1.7,0.9,0.5,1.2,1.7,0,0,1,1
A.C. Green,1995,32.8,11.2,3.8,7.5,0.5,1.5,3.1,4.2,2.4,5.8,8.2,1.5,0.7,0.4,1.4,1.8,0,0,1,1
A.C. Green,1996,25.8,7.5,2.6,5.4,0.2,0.6,2.0,2.9,2.0,4.7,6.8,0.9,0.5,0.3,1.0,1.7,0,0,1,1
A.C. Green,1997,85.0,20.8,8.2,16.9,0.0,0.6,4.3,6.9,7.3,15.0,22.3,2.3,2.4,0.5,2.6,5.0,0,0,3,3
A.C. Green,1998,32.3,7.3,3.0,6.5,0.0,0.0,1.4,2.0,2.7,5.5,8.1,1.5,1.0,0.3,0.8,1.9,0,0,1,1
A.C. Green,1999,18.5,4.9,2.2,5.1,0.0,0.2,0.6,1.0,1.6,2.9,4.6,0.5,0.6,0.2,0.4,1.4,0,0,1,1
A.C. Green,2000,23.5,5.0,2.1,4.7,0.0,0.0,0.8,1.2,2.0,4.0,5.9,1.0,0.6,0.2,0.6,1.5,0,0,1,1
A.C. Green,2001,17.2,4.5,1.8,4.0,0.0,0.1,1.0,1.4,1.3,2.5,3.8,0.5,0.4,0.1,0.5,1.5,0,0,1,1
A.J. Bramlett,2000,7.6,1.0,0.5,2.6,0.0,0.0,0.0,0.0,1.5,1.3,2.8,0.0,0.1,0.0,0.4,1.6,0,0,0,0
A.J. English,1991,20.6,8.8,3.6,8.2,0.0,0.4,1.6,2.2,0.9,1.2,2.1,2.5,0.4,0.2,1.6,1.8,0,0,1,1
A.J. English,1992,20.6,10.9,4.5,10.4,0.1,0.4,1.8,2.2,0.9,1.2,2.1,1.8,0.4,0.1,1.1,2.0,0,0,1,1
A.J. Guyton,2001,19.1,6.0,2.4,5.8,0.8,2.1,0.5,0.5,0.3,0.8,1.1,1.9,0.3,0.2,0.7,1.1,0,0,1,1
A.J. Guyton,2002,13.5,5.4,2.0,5.4,1.0,2.7,0.5,0.6,0.3,0.7,1.0,1.8,0.2,0.2,0.8,0.5,0,0,1,1
A.J. Guyton,2003,4.5,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0,0,0,0
A.J. Hammons,2017,7.4,2.2,0.8,1.9,0.2,0.5,0.4,0.9,0.4,1.3,1.6,0.2,0.0,0.6,0.5,1.0,0,0,1,1
A.J. Price,2010,15.4,7.3,2.6,6.3,1.1,3.1,1.1,1.3,0.2,1.4,1.6,1.9,0.6,0.1,1.1,0.9,0,0,1,1
A.J. Price,2011,15.9,6.5,2.3,6.4,0.8,3.0,1.1,1.6,0.3,1.1,1.4,2.2,0.6,0.0,1.1,1.2,0,0,1,1
A.J. Price,2012,12.9,3.9,1.3,4.0,0.6,2.0,0.6,0.8,0.3,1.1,1.4,2.0,0.5,0.0,0.7,0.7,0,0,1,1
A.J. Price,2013,22.4,7.7,2.8,7.2,1.2,3.5,0.9,1.1,0.4,1.6,2.0,3.6,0.6,0.1,1.1,1.3,0,0,1,1
A.J. Price,2014,3.5,1.6,0.7,1.6,0.2,0.8,0.0,0.1,0.0,0.3,0.4,0.5,0.0,0.0,0.3,0.2,0,0,1,1
A.J. Price,2015,48.5,18.8,7.3,20.1,2.1,8.5,2.2,3.2,0.8,3.8,4.6,6.9,1.0,0.0,2.0,2.6,0,0,3,3
A.J. Wynder,1991,6.5,2.0,0.5,2.0,0.0,0.2,1.0,1.3,0.2,0.3,0.5,1.3,0.2,0.0,0.7,0.2,0,0,0,0
Aaron Brooks,2008,11.9,5.2,1.8,4.4,0.7,2.1,0.8,1.0,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1.4,0,0,1,1
Aaron Brooks,2009,25.0,11.2,4.0,9.8,1.4,3.9,1.9,2.2,0.4,1.6,2.0,3.0,0.6,0.1,1.6,1.9,0,0,1,1
Aaron Brooks,2010,35.6,19.6,7.0,16.2,2.5,6.4,3.0,3.6,0.7,2.0,2.6,5.3,0.8,0.2,2.8,2.4,0,0,1,1
Aaron Brooks,2011,64.6,31.9,11.0,29.3,3.5,11.7,6.2,7.1,1.0,2.9,3.9000000000000004,11.9,1.7,0.2,5.1,5.7,0,0,3,3
Aaron Brooks,2013,45.0,16.5,6.3,14.5,2.2,6.3,1.7000000000000002,2.1,0.6,2.8,3.5,5.4,1.3,0.8,3.3,4.4,0,0,2,2
Aaron Brooks,2014,67.3,27.9,10.0,25.2,4.0,10.5,3.7,4.1,1.7999999999999998,4.2,6.0,10.3,2.2,0.5,5.1,6.2,0,0,3,3
Aaron Brooks,2015,23.0,11.6,4.2,10.0,1.5,3.8,1.8,2.1,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,0,0,1,1
Aaron Brooks,2016,16.1,7.1,2.7,6.8,1.0,2.7,0.7,0.9,0.3,1.2,1.5,2.6,0.4,0.1,1.2,1.9,0,0,1,1
Aaron Brooks,2017,13.8,5.0,1.9,4.6,0.7,2.0,0.5,0.6,0.3,0.8,1.1,1.9,0.4,0.1,1.0,1.4,0,0,1,1
Aaron Brooks,2018,5.9,2.3,0.9,2.2,0.3,1.0,0.3,0.3,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,0,0,1,1
Aaron Gordon,2015,17.0,5.2,2.0,4.4,0.3,1.0,0.9,1.3,1.0,2.6,3.6,0.7,0.4,0.5,0.8,1.8,0,0,1,1
Aaron Gordon,2016,23.9,9.2,3.5,7.4,0.5,1.8,1.7,2.5,2.0,4.5,6.5,1.6,0.8,0.7,0.8,2.0,0,0,1,1
Aaron Gordon,2017,28.7,12.7,4.9,10.8,1.0,3.3,2.0,2.7,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,0,0,1,1
Aaron Gordon,2018,32.9,17.6,6.5,14.9,2.0,5.9,2.7,3.9,1.5,6.4,7.9,2.3,1.0,0.8,1.8,1.9,0,0,1,1
Aaron Gordon,2019,33.8,16.0,6.0,13.4,1.6,4.4,2.4,3.2,1.7,5.7,7.4,3.7,0.7,0.7,2.1,2.2,0,0,1,1
Aaron Gordon,2020,32.5,14.4,5.4,12.4,1.2,3.8,2.4,3.6,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0,0,0,1,1
Aaron Gordon,2021,83.0,37.2,13.799999999999999,29.9,3.5999999999999996,10.6,5.7,9.0,4.6,12.399999999999999,17.0,9.600000000000001,2.0,2.1,5.8,5.4,0,0,3,3
Aaron Gray,2008,10.0,4.3,1.7,3.3,0.0,0.0,0.9,1.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1.9,0,0,1,1
Aaron Gray,2009,12.8,3.5,1.4,3.0,0.0,0.0,0.6,1.1,1.5,2.4,3.9,0.8,0.3,0.3,0.7,2.4,0,0,1,1
Aaron Gray,2010,26.9,9.2,3.7,7.7,0.0,0.0,1.7,2.7,3.6999999999999997,5.4,9.1,1.8,0.7,0.8,1.4,4.8,0,0,3,2
Aaron Gray,2011,13.0,3.1,1.4,2.4,0.0,0.0,0.4,0.8,1.4,2.7,4.2,0.4,0.3,0.3,0.8,2.3,0,0,1,1
Aaron Gray,2012,16.6,3.9,1.7,3.3,0.0,0.0,0.5,1.0,1.7,4.0,5.7,0.6,0.4,0.3,1.0,2.6,0,0,1,1
Aaron Gray,2013,12.2,2.8,1.1,2.1,0.0,0.0,0.5,1.0,1.1,2.0,3.2,0.8,0.2,0.1,0.9,2.0,0,0,1,1
Aaron Gray,2014,24.799999999999997,4.9,2.0,4.2,0.0,0.0,0.8999999999999999,1.5,3.1,5.1,8.1,2.0,0.6,0.4,2.6,5.2,0,0,2,2
Aaron Harrison,2016,4.4,0.9,0.2,0.9,0.1,0.5,0.2,0.6,0.2,0.5,0.7,0.1,0.3,0.0,0.2,0.5,0,0,1,0
Aaron Harrison,2017,3.4,0.2,0.0,0.8,0.0,0.4,0.2,0.4,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0,0,0,0
Aaron Harrison,2018,25.9,6.7,2.1,7.7,1.0,4.8,1.4,1.9,0.4,2.2,2.7,1.2,1.0,0.2,0.3,3.0,0,0,1,1
Aaron Holiday,2019,12.9,5.9,2.1,5.2,0.9,2.5,0.8,1.0,0.1,1.2,1.3,1.7,0.4,0.3,0.8,1.4,0,0,1,1
Aaron Holiday,2020,24.5,9.5,3.5,8.5,1.3,3.3,1.1,1.3,0.3,2.0,2.4,3.4,0.8,0.2,1.3,1.8,0,0,1,1
Aaron Holiday,2021,17.8,7.2,2.6,6.6,1.0,2.8,1.0,1.3,0.2,1.1,1.3,1.9,0.7,0.2,1.0,1.4,0,0,1,1
Aaron Jackson,2018,35.0,8.0,3.0,9.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,0,0,0,0
Aaron McKie,1995,18.4,6.5,2.6,5.8,0.2,0.6,1.1,1.6,0.8,2.1,2.9,2.0,0.8,0.4,0.9,2.2,0,0,1,1
Aaron McKie,1996,27.9,10.7,4.2,8.9,0.5,1.4,1.9,2.5,1.1,2.7,3.8,2.5,1.1,0.3,1.7,2.5,0,0,1,1
Aaron McKie,1997,58.7,15.6,5.4,13.2,1.5,3.6,3.3,4.0,1.4,6.6,8.0,5.7,2.7,0.9,3.3,4.7,0,0,3,3
Aaron McKie,1998,65.6,12.5,5.2,13.9,0.4,2.3,1.7000000000000002,2.3,2.3,6.2,8.6,6.2,3.5999999999999996,0.4,2.8,6.1,0,0,3,3
Aaron McKie,1999,19.2,4.8,1.9,4.7,0.1,0.6,0.9,1.2,0.5,2.3,2.8,2.0,1.3,0.1,1.1,1.8,0,0,1,1
Aaron McKie,2000,23.8,8.0,3.0,7.2,0.5,1.5,1.5,1.8,0.6,2.4,3.0,2.9,1.3,0.2,1.4,2.4,0,0,1,1
Aaron McKie,2001,31.5,11.6,4.4,9.4,0.7,2.2,2.0,2.6,0.4,3.7,4.1,5.0,1.4,0.1,2.7,2.3,0,0,1,1
Aaron McKie,2002,30.6,12.2,4.6,10.2,1.1,2.7,2.0,2.5,0.5,3.5,4.0,3.7,1.2,0.3,1.9,1.5,0,0,1,1
Aaron McKie,2003,29.7,9.0,3.6,8.3,0.5,1.4,1.4,1.7,0.8,3.6,4.4,3.5,1.6,0.1,1.4,2.2,0,0,1,1
Aaron McKie,2004,28.2,9.2,3.5,7.7,1.0,2.3,1.1,1.5,0.6,2.8,3.4,2.6,1.1,0.3,1.4,1.9,0,0,1,1
Aaron McKie,2005,16.4,2.2,0.9,2.1,0.3,0.9,0.1,0.2,0.3,2.2,2.5,1.5,0.7,0.3,0.5,1.7,0,0,1,1
Aaron McKie,2006,8.6,0.5,0.2,0.9,0.0,0.1,0.1,0.1,0.2,1.2,1.4,0.8,0.4,0.0,0.1,0.5,0,0,1,0
Aaron McKie,2007,13.1,2.2,1.1,1.7,0.0,0.0,0.0,0.0,0.1,1.7,1.8,1.3,0.4,0.0,0.8,1.4,0,0,1,1
Aaron Miles,2006,6.2,0.8,0.3,0.9,0.0,0.0,0.2,0.2,0.0,0.7,0.7,1.3,0.2,0.1,0.6,0.7,0,0,1,1
Aaron Nesmith,2021,14.5,4.7,1.7,3.9,0.9,2.3,0.5,0.6,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,0,0,1,1
Aaron Swinson,1995,5.7,2.7,1.1,2.0,0.0,0.0,0.4,0.6,0.3,0.6,0.9,0.3,0.1,0.0,0.6,0.9,0,0,0,0
Aaron Williams,1994,2.0,0.7,0.3,1.3,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0,0,0,0
Aaron Williams,1995,4.8,1.6,0.5,1.6,0.0,0.1,0.5,0.8,0.3,0.9,1.3,0.0,0.1,0.4,0.5,0.9,0,0,1,0
Aaron Williams,1997,44.400000000000006,18.4,8.2,14.0,0.0,0.0,2.0,3.0,5.8,7.9,13.6,1.0,1.0,4.7,5.9,4.5,0,0,2,2
Aaron Williams,1998,11.6,4.6,1.8,3.4,0.0,0.0,1.0,1.3,0.7,1.5,2.3,0.2,0.3,0.6,0.8,1.8,0,0,1,1
Aaron Williams,1999,11.5,4.0,1.3,3.1,0.0,0.0,1.4,1.9,1.4,1.9,3.2,0.6,0.4,0.6,0.8,1.9,0,0,1,1
Aaron Williams,2000,19.1,7.6,2.9,5.6,0.0,0.0,1.8,2.5,2.0,3.1,5.0,0.7,0.5,1.1,1.0,2.9,0,0,1,1
Aaron Williams,2001,28.5,10.2,3.6,7.9,0.0,0.0,3.0,3.8,2.6,4.6,7.2,1.1,0.7,1.4,1.6,3.9,0,0,1,1
Aaron Williams,2002,18.9,7.2,2.8,5.4,0.0,0.0,1.6,2.3,1.4,2.7,4.1,0.9,0.4,0.9,1.0,2.6,0,0,1,1
Aaron Williams,2003,19.7,6.2,2.5,5.4,0.0,0.0,1.3,1.6,1.7,2.4,4.1,1.1,0.3,0.7,1.0,2.5,0,0,1,1
Aaron Williams,2004,18.6,6.3,2.4,4.8,0.0,0.0,1.5,2.2,1.4,2.7,4.1,1.1,0.5,0.6,1.2,2.6,0,0,1,1
Aaron Williams,2005,22.6,5.2,2.0999999999999996,4.5,0.0,0.0,1.2,1.2,1.2000000000000002,3.1,4.3,0.6,0.30000000000000004,0.6,1.3,5.0,0,0,3,0
Aaron Williams,2006,44.0,12.2,5.0,9.7,0.0,0.0,2.2,3.1,3.4,6.2,9.8,1.0,1.1,1.1,1.7,8.1,0,0,3,2
Aaron Williams,2007,9.8,2.0,0.8,1.4,0.0,0.0,0.5,0.6,0.7,1.5,2.2,0.2,0.2,0.4,0.5,1.5,0,0,1,1
Aaron Williams,2008,9.9,2.3,0.9,1.8,0.0,0.0,0.5,0.6,0.5,1.5,2.0,0.3,0.4,0.5,0.4,1.5,0,0,1,1
Abdel Nader,2018,10.9,3.0,1.0,3.1,0.5,1.4,0.5,0.8,0.3,1.2,1.5,0.5,0.3,0.2,0.7,0.9,0,0,1,1
Abdel Nader,2019,11.4,4.0,1.5,3.5,0.5,1.6,0.4,0.6,0.2,1.7,1.9,0.3,0.3,0.2,0.4,1.1,0,0,1,1
Abdel Nader,2020,15.8,6.3,2.2,4.8,0.9,2.3,0.9,1.2,0.3,1.6,1.8,0.7,0.4,0.4,0.8,1.4,0,0,1,1
Abdel Nader,2021,14.8,6.7,2.4,4.8,0.8,1.8,1.2,1.5,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,0,0,1,1
Acie Earl,1994,15.5,5.5,2.0,5.0,0.0,0.0,1.5,2.2,1.1,2.2,3.3,0.2,0.3,0.7,1.0,2.4,0,0,1,1
Acie Earl,1995,6.9,2.2,0.9,2.3,0.0,0.0,0.5,1.0,0.6,0.9,1.5,0.1,0.2,0.3,0.5,1.3,0,0,1,0
Acie Earl,1996,15.6,7.5,2.8,6.6,0.0,0.1,2.0,2.7,1.2,1.9,3.1,0.6,0.4,0.9,1.2,1.7,0,0,1,1
Acie Earl,1997,27.4,11.2,3.9,10.5,0.0,0.2,3.4000000000000004,5.2,1.8,3.7,5.4,1.1,0.8999999999999999,1.4,1.8,3.5,0,0,3,2
Acie Law,2008,15.4,4.2,1.7,4.2,0.1,0.6,0.7,0.9,0.2,0.8,1.0,2.0,0.5,0.0,1.0,1.3,0,0,1,1
Acie Law,2009,10.2,2.9,0.9,2.5,0.2,0.5,0.9,1.1,0.1,0.9,1.1,1.6,0.2,0.1,0.5,0.8,0,0,1,1
Acie Law,2010,37.2,17.8,5.5,11.3,0.7,2.3,6.3,8.0,0.4,1.9,2.4,4.0,2.0,0.1,2.4,2.6,0,0,2,2
Acie Law,2011,38.5,10.4,3.9000000000000004,9.5,0.30000000000000004,2.0,2.4,3.6,0.7,2.8,3.5,4.7,1.7,0.0,2.5,3.4,0,0,3,3
Adam Harrington,2003,20.9,5.6000000000000005,2.0999999999999996,6.5,1.1,2.7,0.6000000000000001,0.7,0.30000000000000004,1.4000000000000001,1.6,2.5,0.4,0.2,0.30000000000000004,1.6,0,0,2,0
Adam Keefe,1993,18.9,6.6,2.3,4.6,0.0,0.0,2.0,2.9,2.1,3.2,5.3,1.0,0.7,0.2,1.2,2.4,0,0,1,1
Adam Keefe,1994,12.1,4.3,1.5,3.4,0.0,0.0,1.3,1.8,1.2,2.0,3.2,0.5,0.3,0.1,1.0,1.3,0,0,1,1
Adam Keefe,1995,16.9,6.1,2.3,4.0,0.0,0.0,1.6,2.3,1.8,2.6,4.4,0.4,0.5,0.3,0.8,1.9,0,0,1,1
Adam Keefe,1996,20.8,6.1,2.2,4.2,0.0,0.0,1.7,2.5,2.1,3.4,5.5,0.8,0.6,0.5,1.1,2.1,0,0,1,1
Adam Keefe,1997,14.8,3.8,1.3,2.6,0.0,0.0,1.1,1.7,1.2,2.3,3.5,0.5,0.5,0.2,0.7,1.6,0,0,1,1
Adam Keefe,1998,25.6,7.8,2.9,5.3,0.0,0.0,2.0,2.5,2.2,3.2,5.5,1.1,0.7,0.3,0.9,2.2,0,0,1,1
Adam Keefe,1999,14.6,4.0,1.3,2.8,0.0,0.1,1.4,2.0,1.2,2.1,3.2,0.6,0.4,0.3,0.8,1.4,0,0,1,1
Adam Keefe,2000,9.7,2.2,0.9,2.1,0.0,0.0,0.5,0.6,0.7,1.5,2.2,0.5,0.3,0.2,0.7,1.5,0,0,1,1
Adam Keefe,2001,12.5,2.5,1.0,2.4,0.0,0.0,0.6,0.9,1.3,1.8,3.1,0.5,0.4,0.3,0.6,1.5,0,0,1,1
Adam Mokoka,2020,10.2,2.9,1.1,2.5,0.5,1.4,0.2,0.4,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,0,0,0,0
Adam Mokoka,2021,4.0,1.1,0.5,1.4,0.1,0.7,0.0,0.1,0.1,0.3,0.4,0.4,0.1,0.1,0.4,0.4,0,0,0,0
Adam Morrison,2007,29.8,11.8,4.6,12.1,1.1,3.3,1.5,2.2,0.7,2.3,2.9,2.1,0.4,0.1,1.7,2.3,0,0,1,1
Adam Morrison,2009,34.4,9.8,3.7,10.6,1.4,4.4,0.8,1.2,1.0,3.3,4.1,2.1,0.4,0.2,1.7,3.7,0,0,2,2
Adam Morrison,2010,7.8,2.4,1.0,2.7,0.2,0.7,0.2,0.3,0.3,0.7,1.0,0.6,0.1,0.1,0.3,0.5,0,0,1,1
Admiral Schofield,2020,11.2,3.0,1.1,2.8,0.6,1.8,0.3,0.5,0.2,1.2,1.4,0.5,0.2,0.1,0.2,1.5,0,0,1,1
Adonal Foyle,1998,11.9,3.0,1.3,3.1,0.0,0.0,0.5,1.1,1.3,2.0,3.3,0.3,0.2,0.9,0.9,1.7,0,0,1,1
Adonal Foyle,1999,14.0,2.9,1.2,2.8,0.0,0.0,0.6,1.2,1.8,2.6,4.4,0.4,0.3,1.0,0.7,2.0,0,0,1,1
Adonal Foyle,2000,21.8,5.5,2.5,5.0,0.0,0.0,0.4,1.2,2.3,3.3,5.6,0.6,0.3,1.8,0.9,2.9,0,0,1,1
Adonal Foyle,2001,25.1,5.9,2.7,6.5,0.0,0.0,0.5,1.2,2.7,4.3,7.0,0.8,0.5,2.7,1.4,2.3,0,0,1,1
Adonal Foyle,2002,18.8,4.8,2.2,4.9,0.0,0.0,0.5,1.2,1.9,3.0,4.9,0.5,0.5,2.1,1.0,2.3,0,0,1,1
Adonal Foyle,2003,21.8,5.4,2.3,4.2,0.0,0.0,0.9,1.3,2.1,3.8,6.0,0.5,0.5,2.5,0.9,2.6,0,0,1,1
Adonal Foyle,2004,13.0,3.1,1.3,3.0,0.0,0.0,0.4,0.8,1.2,2.6,3.8,0.4,0.1,1.0,0.5,1.5,0,0,1,1
Adonal Foyle,2005,21.8,4.5,2.0,4.0,0.0,0.0,0.5,0.9,2.1,3.4,5.5,0.7,0.3,2.0,0.7,2.6,0,0,1,1
Adonal Foyle,2006,23.7,4.5,2.0,3.9,0.0,0.0,0.5,0.9,1.9,3.6,5.5,0.4,0.6,1.6,1.0,2.8,0,0,1,1
Adonal Foyle,2007,9.9,2.2,1.0,1.8,0.0,0.0,0.2,0.5,1.1,1.6,2.6,0.4,0.2,1.0,0.5,1.3,0,0,1,1
Adonal Foyle,2008,9.4,1.9,0.9,1.9,0.0,0.0,0.2,0.4,0.9,1.7,2.5,0.2,0.2,0.5,0.4,1.1,0,0,1,1
Adonal Foyle,2009,15.8,3.5999999999999996,1.5,2.3,0.0,0.0,0.6,1.2999999999999998,1.9,3.5999999999999996,5.5,0.2,0.0,1.7000000000000002,0.6,1.9,0,0,2,0
Adonis Jordan,1994,13.2,2.5,1.0,3.8,0.5,1.7,0.0,0.0,0.5,0.5,1.0,3.2,0.0,0.2,1.0,1.0,0,0,1,0
Adonis Jordan,1999,4.5,1.5,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.8,0.8,0.0,0.5,0.0,0,0,0,0
Adonis Thomas,2014,18.7,7.6,3.3,7.1,0.7,2.6,0.5,0.5,0.0,1.3,1.3,1.5,0.0,0.0,0.7,3.5,0,0,0,0
Adreian Payne,2015,54.2,15.600000000000001,6.6,16.5,0.0,0.8999999999999999,2.2,3.5999999999999996,3.4000000000000004,8.4,11.8,1.9,1.5,0.6,2.9,7.0,0,0,2,2
Adreian Payne,2016,9.3,2.5,1.0,2.8,0.2,0.6,0.3,0.5,0.4,1.8,2.1,0.6,0.3,0.2,0.7,1.5,0,0,1,1
Adreian Payne,2017,7.5,3.5,1.3,3.0,0.2,0.8,0.8,1.1,0.5,1.3,1.8,0.4,0.4,0.4,0.4,1.8,0,0,1,0
Adreian Payne,2018,8.6,4.2,1.4,2.0,0.4,0.6,1.0,1.2,0.4,1.4,1.8,0.0,0.4,0.0,0.4,1.2,0,0,0,0
Adrian Caldwell,1991,8.2,1.8,0.8,2.0,0.0,0.0,0.2,0.4,1.0,1.4,2.4,0.2,0.5,0.2,0.7,0.8,0,0,1,1
Adrian Caldwell,1995,4.3,0.7,0.1,0.6,0.0,0.0,0.4,0.9,0.1,1.3,1.4,0.0,0.1,0.0,0.1,0.9,0,0,0,0
Adrian Caldwell,1996,6.4,2.2,0.9,1.6,0.0,0.0,0.4,0.7,0.8,1.3,2.2,0.1,0.2,0.1,0.7,1.4,0,0,1,1
Adrian Caldwell,1997,37.4,6.5,2.6,6.0,0.0,0.1,1.4,3.2,3.8,7.1,10.9,0.8999999999999999,1.1,0.6,1.9,5.6,0,0,3,1
Adrian Caldwell,1998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Adrian Dantley*,1991,12.6,5.7,1.9,5.0,0.1,0.3,1.8,2.6,0.8,0.5,1.3,0.9,0.5,0.0,0.6,0.8,0,0,1,0
Adrian Griffin,2000,26.8,6.7,2.4,5.7,0.2,0.8,1.7,2.2,1.8,3.4,5.2,2.5,1.6,0.2,1.3,3.1,0,0,1,1
Adrian Griffin,2001,8.6,2.1,0.8,2.2,0.2,0.6,0.4,0.5,0.6,1.4,2.0,0.6,0.4,0.1,0.4,1.0,0,0,1,1
Adrian Griffin,2002,23.8,7.2,3.1,6.2,0.3,0.9,0.7,0.8,1.2,2.8,3.9,1.8,1.3,0.2,0.7,2.4,0,0,1,1
Adrian Griffin,2003,18.6,4.4,2.0,4.6,0.1,0.3,0.4,0.4,1.2,2.4,3.6,1.4,1.0,0.1,0.6,2.1,0,0,1,1
Adrian Griffin,2004,7.0,0.6,0.3,0.9,0.1,0.1,0.0,0.2,0.1,0.9,1.0,0.5,0.4,0.1,0.2,0.9,0,0,1,0
Adrian Griffin,2005,9.7,2.2,0.8,2.3,0.0,0.1,0.5,0.6,0.8,1.4,2.1,0.8,0.6,0.1,0.4,1.1,0,0,1,1
Adrian Griffin,2006,23.9,4.6,1.9,3.9,0.0,0.0,0.8,1.0,1.4,2.9,4.4,1.7,1.0,0.2,0.8,2.2,0,0,1,1
Adrian Griffin,2007,10.8,2.5,1.1,2.4,0.0,0.1,0.3,0.4,0.7,1.3,2.0,1.1,0.6,0.1,0.7,1.4,0,0,1,1
Adrian Griffin,2008,25.4,5.3,2.5,6.1000000000000005,0.0,0.0,0.4,0.8,2.4,2.7,5.1,2.2,1.4,0.2,1.7,2.3,0,0,3,2
Al Harrington,1999,7.6,2.1,0.9,2.7,0.0,0.2,0.4,0.7,1.0,0.9,1.9,0.2,0.2,0.1,0.5,1.2,0,0,1,0
